condition_concept_id,concept_name,occurrences,frequency
4049367,Psychologic conversion disorder,11,0.005971769815418024
433440,Dysthymia,34,0.018458197611292075
435243,Alcohol dependence,34,0.018458197611292075
433753,Alcohol abuse,66,0.035830618892508145
437264,Tobacco dependence syndrome,71,0.03854505971769816
376382,Tension-type headache,20,0.010857763300760043
44782778,Pain disorder with psychological factor,11,0.005971769815418024
440083,Acute stress disorder,18,0.009771986970684038
436075,Adjustment disorder with anxious mood,17,0.009229098805646038
36684319,Adjustment disorder with mixed anxiety and depressed mood,20,0.010857763300760043
436676,Posttraumatic stress disorder,38,0.02062975027144408
436677,Adjustment disorder,58,0.031487513572204126
372610,Postconcussion syndrome,10,0.0054288816503800215
435785,Meningitis,16,0.008686210640608035
381270,Parkinson's disease,20,0.010857763300760043
73754,Restless legs,38,0.02062975027144408
372604,Movement disorder,16,0.008686210640608035
135526,Spinal cord disease,30,0.016286644951140065
434633,Disorder of autonomic nervous system,19,0.01031487513572204
43530621,Acute postoperative pain,111,0.06026058631921824
433456,Acute pain,28,0.01520086862106406
440704,Chronic pain syndrome,44,0.023887079261672096
374022,Hemiplegia,18,0.009771986970684038
4309257,Refractory localization-related epilepsy,10,0.0054288816503800215
40483317,Refractory epilepsy,18,0.009771986970684038
381549,Migraine with aura,19,0.01031487513572204
443616,Refractory migraine without aura,12,0.006514657980456026
372887,Disorder of brain,157,0.08523344191096634
372892,Metabolic encephalopathy,58,0.031487513572204126
377550,Compression of brain,17,0.009229098805646038
376690,Cerebral edema,40,0.021715526601520086
376337,Disorder of nervous system,14,0.00760043431053203
374923,Bell's palsy,22,0.011943539630836048
378741,Brachial plexus disorder,17,0.009229098805646038
374027,Lesion of ulnar nerve,25,0.013572204125950055
193460,Disorder of lower extremity,16,0.008686210640608035
376112,Polyneuropathy due to diabetes mellitus,15,0.008143322475570033
376683,Nonproliferative retinopathy due to diabetes mellitus,12,0.006514657980456026
379010,Epiretinal membrane,24,0.013029315960912053
372903,Retinal edema,11,0.005971769815418024
378416,Retinal disorder,43,0.023344191096634093
437541,Glaucoma,31,0.016829533116178068
381295,Senile cataract,20,0.010857763300760043
439297,Nuclear senile cataract,83,0.04505971769815418
375545,Cataract,75,0.04071661237785016
379805,Myopia,39,0.021172638436482084
380706,Regular astigmatism,33,0.017915309446254073
373478,Presbyopia,32,0.01737242128121607
372912,Visual discomfort,14,0.00760043431053203
373474,Diplopia,34,0.018458197611292075
377286,Visual field defect,28,0.01520086862106406
378425,Blepharitis,32,0.01737242128121607
376125,Disorder of eyelid,14,0.00760043431053203
378427,Tear film insufficiency,59,0.03203040173724213
320420,Vitreous degeneration,36,0.019543973941368076
372328,Otitis media,18,0.009771986970684038
380733,Otalgia,42,0.02280130293159609
377888,Conductive hearing loss,10,0.0054288816503800215
377889,Hearing loss,81,0.043973941368078175
319843,Mitral valve disorder,71,0.03854505971769816
313221,Rheumatic aortic stenosis,10,0.0054288816503800215
312648,Benign essential hypertension,67,0.03637350705754615
44784439,Benign hypertensive renal disease with renal failure,90,0.048859934853420196
319826,Secondary hypertension,55,0.02985884907709012
444406,Acute subendocardial infarction,35,0.019001085776330078
312327,Acute myocardial infarction,57,0.030944625407166124
315296,Preinfarction syndrome,29,0.015743756786102063
321318,Angina pectoris,44,0.023887079261672096
40481919,Coronary atherosclerosis,120,0.06514657980456026
317576,Coronary arteriosclerosis,131,0.07111834961997829
315286,Chronic ischemic heart disease,49,0.026601520086862108
43530605,Pulmonary embolism with pulmonary infarction,40,0.021715526601520086
4195892,Chronic cor pulmonale,51,0.02768729641693811
318450,Cardiac tamponade,12,0.006514657980456026
318772,Disorder of pericardium,49,0.026601520086862108
314054,Aortic valve disorder,59,0.03203040173724213
319845,Pulmonary valve disorder,14,0.00760043431053203
4232337,Valvular endocarditis,32,0.01737242128121607
316428,Hypertrophic obstructive cardiomyopathy,14,0.00760043431053203
4232495,Primary cardiomyopathy,64,0.03474484256243214
320746,Cardiomyopathy associated with another disorder,38,0.02062975027144408
313209,Left bundle branch hemiblock,32,0.01737242128121607
316998,Left bundle branch block,75,0.04071661237785016
314059,Right bundle branch block,104,0.05646036916395222
316999,Conduction disorder of the heart,142,0.07709011943539631
317893,Paroxysmal supraventricular tachycardia,20,0.010857763300760043
437579,Paroxysmal ventricular tachycardia,47,0.025515743756786103
321042,Cardiac arrest,35,0.019001085776330078
441872,Supraventricular premature beats,51,0.02768729641693811
316429,Premature beats,66,0.035830618892508145
317302,Sinus node dysfunction,28,0.01520086862106406
439846,Left heart failure,36,0.019543973941368076
443580,Systolic heart failure,55,0.02985884907709012
40480603,Acute systolic heart failure,43,0.023344191096634093
40480602,Acute on chronic systolic heart failure,60,0.03257328990228013
40481042,Acute diastolic heart failure,16,0.008686210640608035
40482727,Combined systolic and diastolic dysfunction,20,0.010857763300760043
44782718,Acute combined systolic and diastolic heart failure,36,0.019543973941368076
44782733,Acute on chronic combined systolic and diastolic heart failure,56,0.03040173724212812
376713,Cerebral hemorrhage,18,0.009771986970684038
439040,Subdural hemorrhage,16,0.008686210640608035
4153380,Disorder of carotid artery,60,0.03257328990228013
443454,Cerebral infarction,74,0.04017372421281216
4108356,Cerebral infarction due to embolism of cerebral arteries,21,0.011400651465798045
4110192,Cerebral infarction due to thrombosis of cerebral arteries,37,0.02008686210640608
373503,Transient cerebral ischemia,43,0.023344191096634093
374384,Cerebral ischemia,16,0.008686210640608035
4121341,Diffuse cerebrovascular disease,13,0.007057546145494028
4353709,Intracerebral vascular finding,29,0.015743756786102063
4332246,Aneurysm,33,0.017915309446254073
381591,Cerebrovascular disease,32,0.01737242128121607
434056,Late effects of cerebrovascular disease,43,0.023344191096634093
312934,Atherosclerosis of aorta,91,0.0494028230184582
195834,Atherosclerosis of renal artery,16,0.008686210640608035
315558,Atherosclerosis of arteries of the extremities,34,0.018458197611292075
442774,Intermittent claudication,15,0.008143322475570033
40479625,Atherosclerosis of artery,35,0.019001085776330078
320739,Dissection of aorta,18,0.009771986970684038
436136,Dissection of thoracic aorta,20,0.010857763300760043
37016882,Dissection of thoracoabdominal aorta,13,0.007057546145494028
443622,Aneurysm of thoracic aorta,28,0.01520086862106406
198177,Abdominal aortic aneurysm,20,0.010857763300760043
317585,Aortic aneurysm,28,0.01520086862106406
196433,Aneurysm of iliac artery,11,0.005971769815418024
4143972,Raynaud's phenomenon,14,0.00760043431053203
321052,Peripheral vascular disease,87,0.04723127035830619
321887,Disorder of artery,51,0.02768729641693811
317305,Stricture of artery,23,0.01248642779587405
314659,Arteritis,13,0.007057546145494028
135287,Non-neoplastic nevus,50,0.02714440825190011
318174,Phlebitis,11,0.005971769815418024
199837,Portal vein thrombosis,23,0.01248642779587405
43531681,Acute deep vein thrombosis of lower limb,63,0.03420195439739414
44782421,Acute deep venous thrombosis of upper extremity,36,0.019543973941368076
44782762,Acute thrombosis of subclavian vein,20,0.010857763300760043
44782752,Acute deep venous thrombosis of internal jugular vein,22,0.011943539630836048
444247,Venous thrombosis,33,0.017915309446254073
199856,Varicose veins of lower extremity with inflammation,17,0.009229098805646038
312349,Venous varices,22,0.011943539630836048
196436,Internal hemorrhoids,26,0.014115092290988056
195562,Hemorrhoids,107,0.05808903365906623
24966,Esophageal varices,14,0.00760043431053203
4111998,Esophageal varices associated with another disorder,10,0.0054288816503800215
435839,Lymphedema,31,0.016829533116178068
319041,Orthostatic hypotension,82,0.04451682953311618
443447,Iatrogenic hypotension,58,0.031487513572204126
321596,Peripheral venous insufficiency,29,0.015743756786102063
134057,Disorder of cardiovascular system,38,0.02062975027144408
260123,Acute sinusitis,34,0.018458197611292075
25297,Acute pharyngitis,110,0.05971769815418024
260125,Acute bronchiolitis,11,0.005971769815418024
377910,Deviated nasal septum,41,0.02225841476655809
134668,Chronic maxillary sinusitis,29,0.015743756786102063
257012,Chronic sinusitis,84,0.04560260586319218
257007,Allergic rhinitis,135,0.0732899022801303
440129,Hypertrophy of nasal turbinates,24,0.013029315960912053
439407,Disorder of nasal cavity,114,0.06188925081433225
31057,Disorder of pharynx,14,0.00760043431053203
31602,Disorder of the larynx,10,0.0054288816503800215
261326,Viral pneumonia,23,0.01248642779587405
46274035,Pneumonia due to methicillin susceptible Staphylococcus aureus,11,0.005971769815418024
258180,Pneumonia due to Gram negative bacteria,10,0.0054288816503800215
443410,Infective pneumonia,135,0.0732899022801303
46273463,Upper respiratory tract infection due to Influenza,35,0.019001085776330078
256451,Bronchitis,44,0.023887079261672096
46270376,Acute exacerbation of chronic obstructive bronchitis,18,0.009771986970684038
261325,Pulmonary emphysema,63,0.03420195439739414
312950,IgE-mediated allergic asthma,15,0.008143322475570033
256449,Bronchiectasis,66,0.035830618892508145
40483342,Acute exacerbation of bronchiectasis,12,0.006514657980456026
255573,Chronic obstructive lung disease,134,0.0727470141150923
4187218,Pneumonitis due to inhaled substance,76,0.04125950054288816
40479583,Iatrogenic pneumothorax,14,0.00760043431053203
253797,Post-inflammatory pulmonary fibrosis,57,0.030944625407166124
45763750,Idiopathic pulmonary fibrosis,17,0.009229098805646038
4279553,Eosinophilic asthma,16,0.008686210640608035
261600,Acute pulmonary edema,73,0.039630836047774155
261881,Trauma and postoperative pulmonary insufficiency,26,0.014115092290988056
319049,Acute respiratory failure,87,0.04723127035830619
318459,Respiratory insufficiency,10,0.0054288816503800215
314971,Chronic respiratory failure,12,0.006514657980456026
312940,Acute-on-chronic respiratory failure,15,0.008143322475570033
46273539,Acute bronchospasm,23,0.01248642779587405
440142,Disorder of mediastinum,25,0.013572204125950055
320136,Disorder of respiratory system,52,0.02823018458197611
74396,Temporomandibular joint disorder,15,0.008143322475570033
201603,Disorder of teeth AND/OR supporting structures,16,0.008686210640608035
25572,Disorder of salivary gland,13,0.007057546145494028
4260546,Ulcerative stomatitis,36,0.019543973941368076
46269921,Oral ulcerative mucositis due to antineoplastic therapy,43,0.023344191096634093
135858,Disorder of lip,14,0.00760043431053203
139057,Disorder of oral soft tissues,20,0.010857763300760043
30753,Esophagitis,59,0.03203040173724213
30437,Gastro-esophageal reflux disease with esophagitis,58,0.031487513572204126
26459,Acute esophagitis,10,0.0054288816503800215
25844,Ulcer of esophagus,11,0.005971769815418024
443344,Barrett's esophagus,19,0.01031487513572204
31610,Disorder of esophagus,59,0.03203040173724213
192667,Atrophic gastritis,27,0.014657980456026058
201340,Gastritis,70,0.038002171552660155
197913,Disorder of function of stomach,30,0.016286644951140065
434085,Obstruction of duodenum,15,0.008143322475570033
4288544,Inguinal hernia,20,0.010857763300760043
4188155,Hernia of anterior abdominal wall,42,0.02280130293159609
198464,Incisional hernia,35,0.019001085776330078
201061,Diaphragmatic hernia,96,0.05211726384364821
4266188,Disorder of body wall,16,0.008686210640608035
201606,Crohn's disease,13,0.007057546145494028
81893,Ulcerative colitis,17,0.009229098805646038
201894,Acute vascular insufficiency of intestine,15,0.008143322475570033
4311117,Radiation-induced disorder,10,0.0054288816503800215
192357,Paralytic ileus,43,0.023344191096634093
193518,Intestinal obstruction,72,0.03908794788273615
81611,Diverticular disease of colon,68,0.03691639522258415
77025,Diverticulitis of colon,14,0.00760043431053203
75576,Irritable bowel syndrome,45,0.024429967426710098
196151,Functional disorder of intestine,35,0.019001085776330078
200757,Abscess of peritoneum,32,0.01737242128121607
199863,Primary bacterial peritonitis,17,0.009229098805646038
196152,Peritonitis,21,0.011400651465798045
195581,Peritoneal adhesion,57,0.030944625407166124
197324,Disorder of peritoneum,54,0.029315960912052116
197925,Hemorrhage of rectum and anus,65,0.03528773072747014
4145825,Anorectal disorder,50,0.02714440825190011
197328,Abscess of intestine,10,0.0054288816503800215
195002,Ulceration of intestine,16,0.008686210640608035
4337543,Hepatic necrosis,23,0.01248642779587405
196463,Alcoholic cirrhosis,21,0.011400651465798045
200763,Chronic hepatitis,12,0.006514657980456026
201613,Chronic nonalcoholic liver disease,62,0.033659066232356136
4029488,Hepatic encephalopathy,19,0.01031487513572204
192680,Portal hypertension,56,0.03040173724212812
196455,Hepatorenal syndrome,18,0.009771986970684038
40481531,Sequela of chronic liver disease,24,0.013029315960912053
194990,Inflammatory disease of liver,19,0.01031487513572204
201070,Cholelithiasis AND cholecystitis without obstruction,21,0.011400651465798045
444367,Cholelithiasis without obstruction,68,0.03691639522258415
443792,Calculus of bile duct,11,0.005971769815418024
444122,Calculus of bile duct with obstruction,14,0.00760043431053203
198809,Acute cholecystitis,20,0.010857763300760043
192956,Cholecystitis,22,0.011943539630836048
200765,Chronic cholecystitis,22,0.011943539630836048
192353,Disorder of gallbladder,69,0.03745928338762215
195856,Cholangitis,35,0.019001085776330078
197917,Disorder of biliary tract,89,0.048317046688382194
199074,Acute pancreatitis,56,0.03040173724212812
195596,Chronic pancreatitis,19,0.01031487513572204
192360,Cyst and pseudocyst of pancreas,20,0.010857763300760043
192963,Disorder of pancreas,101,0.054831704668838216
26727,Hematemesis,30,0.016286644951140065
443530,Hematochezia,45,0.024429967426710098
192671,Gastrointestinal hemorrhage,105,0.057003257328990226
194992,Celiac disease,20,0.010857763300760043
194079,Post-surgical malabsorption,24,0.013029315960912053
444044,Acute tubular necrosis,101,0.054831704668838216
443614,Chronic kidney disease stage 1,36,0.019543973941368076
443612,Chronic kidney disease stage 4,58,0.031487513572204126
443611,Chronic kidney disease stage 5,34,0.018458197611292075
192359,Renal failure syndrome,49,0.026601520086862108
4140207,Nephrosclerosis,16,0.008686210640608035
133810,Hyperparathyroidism due to renal insufficiency,41,0.02225841476655809
433811,Hydronephrosis,67,0.03637350705754615
201916,Ureteric stone,18,0.009771986970684038
194686,Acquired renal cystic disease,56,0.03040173724212812
194081,Acute cystitis,69,0.03745928338762215
195588,Cystitis,27,0.014657980456026058
76153,Low compliance bladder,13,0.007057546145494028
78472,Microscopic hematuria,26,0.014115092290988056
201072,Benign prostatic hyperplasia without outflow obstruction,51,0.02768729641693811
443211,Benign prostatic hyperplasia with outflow obstruction,64,0.03474484256243214
197032,Hyperplasia of prostate,29,0.015743756786102063
43021237,Secondary erectile dysfunction,43,0.023344191096634093
78473,Solitary cyst of breast,11,0.005971769815418024
78804,Fibrocystic disease of breast,28,0.01520086862106406
78200,Benign mammary dysplasia,17,0.009229098805646038
78474,Hypertrophy of breast,15,0.008143322475570033
4056770,Breast signs and symptoms,11,0.005971769815418024
77030,Disorder of breast,48,0.026058631921824105
200461,Endometriosis of uterus,15,0.008143322475570033
4101918,Noninflammatory disorder of the female genital organs,32,0.01737242128121607
439080,Dyspareunia,19,0.01031487513572204
195007,Female stress incontinence,34,0.018458197611292075
198194,Female genital organ symptoms,33,0.017915309446254073
196168,Irregular periods,30,0.016286644951140065
195321,Postmenopausal bleeding,22,0.011943539630836048
4172857,Menopause finding,20,0.010857763300760043
436176,Miscarriage without complication,12,0.006514657980456026
197950,Cellulitis and abscess of trunk,19,0.01031487513572204
442068,Cellulitis and abscess of forearm,11,0.005971769815418024
4066371,Cellulitis and abscess of lower leg,16,0.008686210640608035
4027384,Inflammatory disorder,49,0.026601520086862108
140480,Impetigo,18,0.009771986970684038
443600,Localized infection of skin AND/OR subcutaneous tissue,73,0.039630836047774155
137053,Seborrheic dermatitis,47,0.025515743756786103
45766714,Inflammatory dermatosis,167,0.09066232356134636
134116,Dermatitis due to drug AND/OR medicine taken internally,22,0.011943539630836048
136773,Rosacea,24,0.013029315960912053
40481101,Erythema of skin,60,0.03257328990228013
81931,Psoriasis with arthropathy,12,0.006514657980456026
140168,Psoriasis,30,0.016286644951140065
136184,Pruritus of skin,34,0.018458197611292075
4317258,Disorder of skin,46,0.0249728555917481
138825,Actinic keratosis,75,0.04071661237785016
40483107,Inflamed seborrheic keratosis,38,0.02062975027144408
141932,Senile hyperkeratosis,90,0.048859934853420196
133280,Alopecia,10,0.0054288816503800215
4032878,Hair follicle disorder,50,0.02714440825190011
141095,Acne,30,0.016286644951140065
35624677,Sebaceous cyst of skin,22,0.011943539630836048
138225,Disorder of sebaceous gland,15,0.008143322475570033
135333,Pressure ulcer,19,0.01031487513572204
44783163,Pressure ulcer of lower back,16,0.008686210640608035
74719,Ulcer of foot,10,0.0054288816503800215
139900,Urticaria,29,0.015743756786102063
135030,Discoloration of skin,24,0.013029315960912053
136497,Scar conditions and fibrosis of skin,69,0.03745928338762215
200174,Disorder of skin and/or subcutaneous tissue,121,0.06568946796959826
254443,Sjögren's syndrome,20,0.010857763300760043
80482,Suppurative arthritis,10,0.0054288816503800215
80809,Rheumatoid arthritis,36,0.019543973941368076
74125,Inflammatory polyarthropathy,13,0.007057546145494028
72993,"Localized, primary osteoarthritis",27,0.014657980456026058
4079750,Osteoarthritis of knee,155,0.08414766558089033
78505,"Localized, primary osteoarthritis of the ankle and/or foot",28,0.01520086862106406
72990,Localized osteoarthrosis uncertain if primary OR secondary,55,0.02985884907709012
444206,Arthropathy of pelvis,22,0.011943539630836048
4324765,Arthropathy of knee joint,51,0.02768729641693811
72405,Degenerative joint disease of shoulder region,29,0.015743756786102063
78227,Degenerative joint disease of hand,15,0.008143322475570033
40483794,Degenerative joint disease of pelvis,39,0.021172638436482084
73553,Arthropathy,41,0.02225841476655809
40484571,Disorder of joint of shoulder region,17,0.009229098805646038
40482662,Disorder of joint of ankle and/or foot,15,0.008143322475570033
75051,Derangement of posterior horn of medial meniscus,13,0.007057546145494028
77955,Articular cartilage disorder of shoulder region,16,0.008686210640608035
76786,Derangement of knee,18,0.009771986970684038
4115991,Knee joint effusion,65,0.03528773072747014
4116166,Elbow joint pain,59,0.03203040173724213
4115367,Wrist joint pain,73,0.039630836047774155
78234,Hand joint pain,23,0.01248642779587405
37017182,Joint pain of pelvic region,79,0.04288816503800217
78508,Arthralgia of the ankle and/or foot,123,0.06677524429967427
141941,Cervical spondylosis without myelopathy,75,0.04071661237785016
608177,Myelopathy due to cervical spondylosis,19,0.01031487513572204
74130,Thoracic spondylosis without myelopathy,47,0.025515743756786103
80813,Lumbosacral spondylosis without myelopathy,104,0.05646036916395222
198520,Lumbar spondylosis with myelopathy,17,0.009229098805646038
138519,Spondylosis without myelopathy,24,0.013029315960912053
314131,Degeneration of cervical intervertebral disc,48,0.026058631921824105
80816,Degeneration of intervertebral disc,61,0.03311617806731813
195906,Disorder of lumbar spine,11,0.005971769815418024
436785,Spinal stenosis in cervical region,62,0.033659066232356136
443776,Brachial radiculitis,24,0.013029315960912053
136788,Spinal stenosis of lumbar region,108,0.05863192182410423
312998,Pain in thoracic spine,67,0.03637350705754615
372409,Sciatica,56,0.03040173724212812
4027396,Peripheral neuritis,41,0.02225841476655809
138841,Disorder of sacrum,31,0.016829533116178068
140190,Disorder of back,21,0.011400651465798045
442256,Disorder of bursa of shoulder region,27,0.014657980456026058
77630,Disorder of shoulder,38,0.02062975027144408
81379,Lateral epicondylitis,16,0.008686210640608035
198846,Enthesopathy of hip region,16,0.008686210640608035
72715,Exostosis,20,0.010857763300760043
77965,Acquired trigger finger,23,0.01248642779587405
443744,Bunion,16,0.008686210640608035
78236,Muscle atrophy,24,0.013029315960912053
4345578,Rhabdomyolysis,12,0.006514657980456026
137967,"Muscle, ligament and fascia disorders",12,0.006514657980456026
137275,Disorder of muscle,83,0.04505971769815418
4117779,Peripheral nerve disease,38,0.02062975027144408
133299,Swelling of limb,83,0.04505971769815418
137379,Musculoskeletal symptom,52,0.02823018458197611
141663,Osteomyelitis,32,0.01737242128121607
73571,Pathological fracture,15,0.008143322475570033
74138,Pathological fracture of vertebra,15,0.008143322475570033
75634,Fracture malunion,10,0.0054288816503800215
73574,Nonunion of fracture,17,0.009229098805646038
77646,Disorder of bone and articular cartilage,125,0.06786102062975027
75911,Acquired hallux valgus,19,0.01031487513572204
81106,Acquired genu varum,26,0.014115092290988056
199913,Acquired deformity of ankle AND/OR foot,13,0.007057546145494028
316211,Acquired spondylolisthesis,15,0.008143322475570033
434467,Ostium secundum type atrial septal defect,14,0.00760043431053203
321107,Congenital insufficiency of aortic valve,16,0.008686210640608035
4130372,Congenital anomaly of intestinal tract,12,0.006514657980456026
4167097,Spondylolisthesis,36,0.019543973941368076
376961,Disturbance of consciousness,70,0.038002171552660155
4206148,Syncope and collapse,77,0.041802388707926165
439150,Hypersomnia with sleep apnea,16,0.008686210640608035
438134,Hypersomnia,46,0.0249728555917481
313459,Sleep apnea,121,0.06568946796959826
434490,Chill,33,0.017915309446254073
432738,Chronic fatigue syndrome,46,0.0249728555917481
4168217,Generalized hyperhidrosis,38,0.02062975027144408
439147,Amnesia,68,0.03691639522258415
436222,Altered mental status,155,0.08414766558089033
4147183,General symptom,22,0.011943539630836048
376229,Abnormal involuntary movement,40,0.021715526601520086
441417,Incoordination,26,0.014115092290988056
434657,Weakness of face muscles,52,0.02823018458197611
4303401,Finding reported by subject or history provider,19,0.01031487513572204
4090425,Altered sensation of skin,87,0.04723127035830619
443257,Swelling / lump finding,109,0.059174809989142235
137977,Jaundice,68,0.03691639522258415
318566,Flushing,21,0.011400651465798045
442165,Loss of appetite,77,0.041802388707926165
437986,Failure to thrive,13,0.007057546145494028
259153,Pain in throat,31,0.016829533116178068
255919,Finding of head and neck region,56,0.03040173724212812
440424,Aphasia,44,0.023887079261672096
40326053,Dysphonia,43,0.023344191096634093
4196636,Dysarthria,36,0.019543973941368076
257683,Posterior rhinorrhea,34,0.018458197611292075
316822,Heart murmur,62,0.033659066232356136
439928,Gangrenous disorder,31,0.016829533116178068
201965,Shock,48,0.026058631921824105
198571,Cardiogenic shock,69,0.03745928338762215
196236,Septic shock,98,0.053203040173724216
315085,Lymphadenopathy,113,0.061346362649294245
4147185,Cardiovascular symptoms,18,0.009771986970684038
317376,Tachypnea,30,0.016286644951140065
314754,Wheezing,62,0.033659066232356136
261687,Hemoptysis,38,0.02062975027144408
134159,Precordial pain,67,0.03637350705754615
442555,Breathing painful,34,0.018458197611292075
4166126,"Localized swelling, mass and lump, trunk",75,0.04071661237785016
46273370,Abnormal chest sounds,10,0.0054288816503800215
31317,Dysphagia,177,0.09609120521172639
197675,Incontinence of feces,28,0.01520086862106406
197684,Dysuria,136,0.0738327904451683
193020,Incomplete emptying of bladder,20,0.010857763300760043
197672,Urinary incontinence,91,0.0494028230184582
193326,Urge incontinence of urine,40,0.021715526601520086
443524,Mixed urinary incontinence,16,0.008686210640608035
4012368,Increased frequency of urination,41,0.02225841476655809
79936,Polyuria,19,0.01031487513572204
40304526,Nocturia,61,0.03311617806731813
4090272,Anuria,14,0.00760043431053203
200845,Urgent desire to urinate,56,0.03040173724212812
198263,Right upper quadrant pain,115,0.06243213897937025
194175,Left upper quadrant pain,42,0.02280130293159609
195083,Left lower quadrant pain,73,0.039630836047774155
197381,Epigastric pain,171,0.09283387622149837
197676,Large liver,56,0.03040173724212812
200527,Splenomegaly,62,0.033659066232356136
4168222,"Intra-abdominal and pelvic swelling, mass and lump",85,0.046145494028230184
4216894,Precipitous drop in hematocrit,26,0.014115092290988056
4308509,Impaired fasting glycemia,55,0.02985884907709012
438557,Abnormal glucose level,87,0.04723127035830619
4245252,Raised prostate specific antigen,32,0.01737242128121607
4021915,Hematopoietic system finding,39,0.021172638436482084
437382,Urine finding,19,0.01031487513572204
4065770,Cerebrospinal fluid examination abnormal,12,0.006514657980456026
439154,Abnormal findings on diagnostic imaging of skull and head,52,0.02823018458197611
4142875,Solitary nodule of lung,158,0.08577633007600434
40482228,Imaging of thorax abnormal,78,0.04234527687296417
40482267,Imaging of gastrointestinal tract abnormal,83,0.04505971769815418
40481385,Imaging of abdomen abnormal,89,0.048317046688382194
40481319,Imaging of musculoskeletal system abnormal,63,0.03420195439739414
4059049,Mammography abnormal,22,0.011943539630836048
434169,Abnormal findings on diagnostic imaging of breast,65,0.03528773072747014
314487,Pulmonary function studies abnormal,43,0.023344191096634093
137989,Abnormal results of cardiovascular function studies,41,0.02225841476655809
437992,Renal function tests abnormal,40,0.021715526601520086
4194160,Thyroid function tests abnormal,23,0.01248642779587405
40480893,Nonspecific tuberculin test reaction,38,0.02062975027144408
437113,Asthenia,184,0.0998914223669924
4309912,Generally unwell,12,0.006514657980456026
4013596,Closed fracture thoracic vertebra,15,0.008143322475570033
4013604,Closed fracture lumbar vertebra,14,0.00760043431053203
74188,Closed fracture of rib,14,0.00760043431053203
78273,Closed fracture of multiple ribs,30,0.016286644951140065
434494,Closed fracture of upper end of humerus,13,0.007057546145494028
437116,Closed fracture of distal end of radius,12,0.006514657980456026
434500,Closed fracture of neck of femur,24,0.013029315960912053
75095,Closed fracture of ankle,13,0.007057546145494028
4035415,Tear of meniscus of knee,13,0.007057546145494028
37312105,Strain of rotator cuff of shoulder,11,0.005971769815418024
4136228,Sprain of shoulder,10,0.0054288816503800215
4130851,Injury of upper extremity,37,0.02008686210640608
78272,Sprain of wrist,11,0.005971769815418024
441701,Sprain of hip,19,0.01031487513572204
4083964,Soft tissue injury,10,0.0054288816503800215
81151,Sprain of ankle,28,0.01520086862106406
30234,Neck sprain,11,0.005971769815418024
439199,Open wound without complication,13,0.007057546145494028
434814,Late effect of medical and surgical care complication,144,0.0781758957654723
443403,Sequela,14,0.00760043431053203
195401,Contusion of hip,13,0.007057546145494028
78619,Contusion of knee,12,0.006514657980456026
441737,Contusion,14,0.00760043431053203
375415,Injury of head,85,0.046145494028230184
44783027,Injury of face and neck,11,0.005971769815418024
75128,Injury of chest wall,18,0.009771986970684038
44783028,Injury of shoulder and upper arm,20,0.010857763300760043
44784105,Injury of free lower limb,27,0.014657980456026058
4160962,Antineoplastic poisoning,39,0.021172638436482084
441202,Anaphylaxis,10,0.0054288816503800215
43530807,Allergic disposition,71,0.03854505971769816
434821,Systemic inflammatory response syndrome,13,0.007057546145494028
37394658,Severe sepsis,56,0.03040173724212812
132781,Mechanical complication of vascular device,24,0.013029315960912053
80008,Breakage of joint prosthesis,19,0.01031487513572204
80269,Mechanical complication of internal joint prosthesis,12,0.006514657980456026
432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",21,0.011400651465798045
435726,Mechanical complication of device,44,0.023887079261672096
439408,Graft complications,36,0.019543973941368076
440276,"Infection AND/OR inflammatory reaction due to internal prosthetic device, implant AND/OR graft",34,0.018458197611292075
437461,Disorder of prosthetic cardiac valve,11,0.005971769815418024
142026,Disorder of cardiovascular prostheses and implants,16,0.008686210640608035
438624,Complication of renal dialysis,12,0.006514657980456026
43021974,Complication associated with device,55,0.02985884907709012
43021250,Complication associated with orthopedic device,24,0.013029315960912053
201461,Disorder affecting transplanted structure,49,0.026601520086862108
200616,Complication of transplanted liver,13,0.007057546145494028
257755,Complication of transplanted lung,19,0.01031487513572204
437169,Disorder of transplanted bone marrow,35,0.019001085776330078
259992,Ventilator associated pneumonia,20,0.010857763300760043
4178810,Gastrointestinal complication of procedure,35,0.019001085776330078
442019,Complication of procedure,132,0.07166123778501629
437474,Postoperative infection,32,0.01737242128121607
4307981,Clostridium difficile colitis,21,0.011400651465798045
193402,Bacterial enteritis,16,0.008686210640608035
40487064,Sepsis due to Escherichia coli,20,0.010857763300760043
437779,Streptococcal infectious disease,22,0.011943539630836048
432545,Bacterial infectious disease,66,0.035830618892508145
4092538,Herpesviral vesicular dermatitis,16,0.008686210640608035
4001664,Intrahepatic bile duct carcinoma,16,0.008686210640608035
4246127,Malignant neoplasm of liver,19,0.01031487513572204
40486896,Primary malignant neoplasm of extrahepatic bile duct,14,0.00760043431053203
440649,Primary malignant neoplasm of head of pancreas,29,0.015743756786102063
434293,Primary malignant neoplasm of body of pancreas,13,0.007057546145494028
25486,Primary malignant neoplasm of islets of Langerhans,13,0.007057546145494028
4179720,Primary malignant neoplasm of gastrointestinal tract,12,0.006514657980456026
432262,Primary malignant neoplasm of trachea,14,0.00760043431053203
258375,Overlapping malignant neoplasm of bronchus and lung,15,0.008143322475570033
4247238,Primary malignant neoplasm of endometrium,11,0.005971769815418024
